case_id,econ_conditions_country,employment_status,household_income,age_category,education,gender,region,housing_status
202501899,Poor,Working part-time,"$25,000 to $49,999",18-24,Some college or Associate's degree,Male,West,Pay rent
202503648,Good,Working full-time,"$100,000 to $149,999",18-24,Bachelor's degree or higher,Male,South,Neither own nor pay rent
202500872,Only fair,Working full-time,"$75,000 to $99,999",18-24,Bachelor's degree or higher,Female,Midwest,Pay rent
202503917,Excellent,Working full-time,"Less than $10,000",18-24,High school graduate (high school diploma or the equivalent GED),Female,Midwest,Neither own nor pay rent
202500133,Poor,Working part-time,"$50,000 to $74,999",55-64,High school graduate (high school diploma or the equivalent GED),Female,Northeast,Pay rent
202504601,Poor,Not working,"$25,000 to $49,999",18-24,High school graduate (high school diploma or the equivalent GED),Male,Northeast,Pay rent
202500048,Only fair,Working full-time,"$100,000 to $149,999",55-64,Bachelor's degree or higher,Male,Midwest,Own your home with a mortgage or loan
202503794,Only fair,Not working,"Less than $10,000",25-34,No high school diploma or GED,Female,South,Pay rent
202500152,Only fair,Not working,"$50,000 to $74,999",45-54,No high school diploma or GED,Female,West,Pay rent
202504914,Good,Working part-time,"$10,000 to $24,999",25-34,No high school diploma or GED,Male,West,Pay rent
202505835,Only fair,Working full-time,"$150,000 or more",55-64,Bachelor's degree or higher,Male,West,Own your home free and clear (without a mortgage or loan)
202506557,Good,Working full-time,"$50,000 to $74,999",55-64,High school graduate (high school diploma or the equivalent GED),Male,Midwest,Own your home with a mortgage or loan
202503151,Only fair,Working full-time,"$25,000 to $49,999",35-44,High school graduate (high school diploma or the equivalent GED),Female,South,Own your home free and clear (without a mortgage or loan)
202504302,Poor,Working full-time,"$25,000 to $49,999",18-24,Bachelor's degree or higher,Male,West,Pay rent
202505646,Only fair,Not working,"$100,000 to $149,999",18-24,High school graduate (high school diploma or the equivalent GED),Male,South,Neither own nor pay rent
202500246,Poor,Not working,"$50,000 to $74,999",35-44,High school graduate (high school diploma or the equivalent GED),Female,South,Pay rent
202504660,Poor,Working full-time,"$25,000 to $49,999",18-24,No high school diploma or GED,Female,West,Own your home with a mortgage or loan
202505210,Poor,Working full-time,"$50,000 to $74,999",18-24,Some college or Associate's degree,Male,West,Pay rent
202500245,Poor,Working full-time,"$25,000 to $49,999",25-34,Some college or Associate's degree,Female,South,Pay rent
202502396,Poor,Working full-time,"$150,000 or more",45-54,High school graduate (high school diploma or the equivalent GED),Female,West,Own your home with a mortgage or loan
202504890,Only fair,Working full-time,"$75,000 to $99,999",18-24,Bachelor's degree or higher,Male,Midwest,Pay rent
202501136,Poor,Not working,"$75,000 to $99,999",25-34,High school graduate (high school diploma or the equivalent GED),Male,Midwest,Pay rent
202504910,Good,Not working,"Less than $10,000",35-44,No high school diploma or GED,Male,Midwest,Pay rent
202503793,Only fair,Working full-time,"$150,000 or more",55-64,Bachelor's degree or higher,Female,West,Own your home with a mortgage or loan
202500189,Poor,Working full-time,"$75,000 to $99,999",35-44,Bachelor's degree or higher,Male,Northeast,Pay rent
202502166,Poor,Working full-time,"$75,000 to $99,999",25-34,Bachelor's degree or higher,Female,South,Own your home with a mortgage or loan
202504217,Only fair,Working full-time,"$100,000 to $149,999",25-34,High school graduate (high school diploma or the equivalent GED),Male,Midwest,Pay rent
202505867,Only fair,Working full-time,"$25,000 to $49,999",45-54,Bachelor's degree or higher,Female,Midwest,Own your home with a mortgage or loan
202506512,Only fair,Not working,"$10,000 to $24,999",55-64,No high school diploma or GED,Female,West,Pay rent
202501966,Poor,Working full-time,"$25,000 to $49,999",35-44,Some college or Associate's degree,Male,Northeast,Pay rent
202505000,Only fair,Not working,"$25,000 to $49,999",18-24,No high school diploma or GED,Male,Midwest,Pay rent
202500645,Poor,Working full-time,"$150,000 or more",55-64,Bachelor's degree or higher,Female,South,Own your home with a mortgage or loan
202504761,Poor,Not working,"Less than $10,000",25-34,High school graduate (high school diploma or the equivalent GED),Female,Northeast,Pay rent
202502016,Poor,Working full-time,"$25,000 to $49,999",25-34,High school graduate (high school diploma or the equivalent GED),Female,South,Own your home with a mortgage or loan
202501988,Good,Working part-time,"Less than $10,000",18-24,High school graduate (high school diploma or the equivalent GED),Female,Midwest,Neither own nor pay rent
202500782,Only fair,Not working,"$25,000 to $49,999",75+,Bachelor's degree or higher,Male,South,Own your home free and clear (without a mortgage or loan)
202500025,Only fair,Not working,"$100,000 to $149,999",65-74,Some college or Associate's degree,Male,South,Own your home with a mortgage or loan
202501921,Only fair,Working full-time,"$25,000 to $49,999",25-34,High school graduate (high school diploma or the equivalent GED),Male,Midwest,Pay rent
202501118,Poor,Working full-time,"Less than $10,000",25-34,Some college or Associate's degree,Female,Midwest,Pay rent
202503633,Only fair,Working part-time,"$25,000 to $49,999",18-24,Bachelor's degree or higher,Male,West,Pay rent
202503385,Good,Working part-time,"$100,000 to $149,999",35-44,Bachelor's degree or higher,Female,South,Own your home with a mortgage or loan
202504505,Good,Working full-time,"$100,000 to $149,999",45-54,Bachelor's degree or higher,Male,Midwest,Own your home with a mortgage or loan
202502254,Only fair,Not working,"$10,000 to $24,999",65-74,High school graduate (high school diploma or the equivalent GED),Female,Northeast,Own your home free and clear (without a mortgage or loan)
202503323,Excellent,Working part-time,"$75,000 to $99,999",55-64,Bachelor's degree or higher,Female,South,Own your home with a mortgage or loan
202506763,Poor,Working full-time,"$25,000 to $49,999",45-54,Some college or Associate's degree,Female,South,Own your home with a mortgage or loan
202501469,Only fair,Not working,"$50,000 to $74,999",45-54,High school graduate (high school diploma or the equivalent GED),Male,Midwest,Own your home with a mortgage or loan
202500069,Only fair,Working full-time,"$150,000 or more",45-54,Bachelor's degree or higher,Female,West,Own your home with a mortgage or loan
202501971,Poor,Not working,"$10,000 to $24,999",35-44,High school graduate (high school diploma or the equivalent GED),Female,South,Pay rent
202503856,Only fair,Working full-time,"$75,000 to $99,999",35-44,Some college or Associate's degree,Male,South,Pay rent
202503114,Only fair,Not working,"$100,000 to $149,999",65-74,Bachelor's degree or higher,Female,Midwest,Own your home free and clear (without a mortgage or loan)
202500371,Poor,Not working,"$50,000 to $74,999",35-44,High school graduate (high school diploma or the equivalent GED),Male,West,Own your home with a mortgage or loan
202506689,Poor,Working full-time,"$100,000 to $149,999",35-44,Bachelor's degree or higher,Female,West,Pay rent
202501343,Poor,Working full-time,"$150,000 or more",35-44,Bachelor's degree or higher,Male,West,Own your home with a mortgage or loan
202505896,Poor,Not working,"$25,000 to $49,999",25-34,High school graduate (high school diploma or the equivalent GED),Female,South,Own your home with a mortgage or loan
202501176,Only fair,Working part-time,"$150,000 or more",55-64,Some college or Associate's degree,Male,South,Own your home with a mortgage or loan
202503743,Poor,Working part-time,"Less than $10,000",35-44,No high school diploma or GED,Male,Midwest,Pay rent
202505983,Poor,Not working,"$10,000 to $24,999",75+,High school graduate (high school diploma or the equivalent GED),Male,Midwest,Own your home free and clear (without a mortgage or loan)
202504268,Poor,Working full-time,"$75,000 to $99,999",18-24,Bachelor's degree or higher,Female,South,Pay rent
202500117,Good,Working full-time,"$25,000 to $49,999",35-44,No high school diploma or GED,Male,South,Neither own nor pay rent
202506551,Only fair,Not working,"$150,000 or more",65-74,Some college or Associate's degree,Female,Northeast,Pay rent
202506708,Good,Not working,"$25,000 to $49,999",65-74,High school graduate (high school diploma or the equivalent GED),Male,Midwest,Own your home with a mortgage or loan
202502412,Poor,Not working,"$25,000 to $49,999",18-24,No high school diploma or GED,Male,West,Pay rent
202506456,Poor,Working full-time,"$25,000 to $49,999",25-34,High school graduate (high school diploma or the equivalent GED),Female,South,Own your home free and clear (without a mortgage or loan)
202501530,Only fair,Working part-time,"$10,000 to $24,999",25-34,High school graduate (high school diploma or the equivalent GED),Male,Midwest,Pay rent
202506122,Good,Working full-time,"$150,000 or more",35-44,Bachelor's degree or higher,Female,South,Own your home with a mortgage or loan
202503205,Good,Working full-time,"$75,000 to $99,999",18-24,High school graduate (high school diploma or the equivalent GED),Male,West,Own your home with a mortgage or loan
202505588,Poor,Working part-time,"$10,000 to $24,999",45-54,High school graduate (high school diploma or the equivalent GED),Female,South,Pay rent
202502325,Only fair,Working part-time,"Less than $10,000",25-34,Some college or Associate's degree,Male,West,Pay rent
202502940,Only fair,Working full-time,"Less than $10,000",18-24,No high school diploma or GED,Male,South,Neither own nor pay rent
202505650,Excellent,Not working,"$150,000 or more",45-54,Bachelor's degree or higher,Male,South,Own your home with a mortgage or loan
202501146,Only fair,Working part-time,"$75,000 to $99,999",35-44,Bachelor's degree or higher,Male,West,Pay rent
202502508,Poor,Working part-time,"$100,000 to $149,999",18-24,Some college or Associate's degree,Female,South,Pay rent
202503117,Excellent,Working full-time,"$50,000 to $74,999",45-54,Some college or Associate's degree,Female,West,Pay rent
202500020,Only fair,Working full-time,"$75,000 to $99,999",25-34,Some college or Associate's degree,Male,South,Neither own nor pay rent
202503017,Only fair,Working full-time,"$150,000 or more",55-64,Bachelor's degree or higher,Female,Midwest,Own your home with a mortgage or loan
202506818,Poor,Working part-time,"$25,000 to $49,999",18-24,Bachelor's degree or higher,Female,West,Pay rent
202502080,Poor,Working full-time,"$75,000 to $99,999",45-54,Some college or Associate's degree,Male,South,Own your home with a mortgage or loan
202506048,Only fair,Working full-time,"$75,000 to $99,999",55-64,Bachelor's degree or higher,Female,South,Own your home with a mortgage or loan
202502259,Poor,Working full-time,"Less than $10,000",55-64,High school graduate (high school diploma or the equivalent GED),Male,South,Own your home with a mortgage or loan
202505151,Only fair,Working full-time,"$150,000 or more",35-44,Some college or Associate's degree,Male,Midwest,Own your home with a mortgage or loan
202500827,Only fair,Working full-time,"$25,000 to $49,999",45-54,High school graduate (high school diploma or the equivalent GED),Male,South,Pay rent
202500042,Good,Working full-time,"$10,000 to $24,999",35-44,High school graduate (high school diploma or the equivalent GED),Male,South,Pay rent
202501174,Only fair,Working full-time,"$100,000 to $149,999",25-34,No high school diploma or GED,Male,South,Own your home with a mortgage or loan
202500488,Only fair,Not working,"$50,000 to $74,999",35-44,Some college or Associate's degree,Female,South,Own your home with a mortgage or loan
202500805,Only fair,Working full-time,"$75,000 to $99,999",35-44,Bachelor's degree or higher,Male,South,Own your home with a mortgage or loan
202501382,Poor,Working full-time,"$150,000 or more",35-44,Bachelor's degree or higher,Female,Midwest,Own your home with a mortgage or loan
202500746,Only fair,Not working,"Less than $10,000",35-44,Some college or Associate's degree,Female,Midwest,Pay rent
202501437,Good,Working full-time,"$50,000 to $74,999",25-34,Bachelor's degree or higher,Female,Northeast,Pay rent
202506375,Only fair,Not working,"$25,000 to $49,999",35-44,Some college or Associate's degree,Male,South,Own your home free and clear (without a mortgage or loan)
202503682,Only fair,Working full-time,"$25,000 to $49,999",18-24,High school graduate (high school diploma or the equivalent GED),Male,South,Own your home with a mortgage or loan
202503181,Only fair,Not working,"$25,000 to $49,999",45-54,High school graduate (high school diploma or the equivalent GED),Male,Northeast,Pay rent
202504186,Good,Working full-time,"$150,000 or more",65-74,Bachelor's degree or higher,Male,West,Own your home with a mortgage or loan
202501562,Only fair,Not working,"$10,000 to $24,999",65-74,No high school diploma or GED,Female,South,Own your home with a mortgage or loan
202502735,Poor,Working full-time,"$150,000 or more",55-64,Bachelor's degree or higher,Female,Midwest,Own your home with a mortgage or loan
202504679,Only fair,Working part-time,"$75,000 to $99,999",45-54,Some college or Associate's degree,Male,South,Own your home with a mortgage or loan
202500836,Only fair,Working full-time,"$100,000 to $149,999",45-54,Bachelor's degree or higher,Male,Northeast,Pay rent
202505026,Good,Working full-time,"$150,000 or more",55-64,Some college or Associate's degree,Male,South,Own your home with a mortgage or loan
202500307,Only fair,Working full-time,"$50,000 to $74,999",18-24,High school graduate (high school diploma or the equivalent GED),Male,Midwest,Pay rent
202501602,Poor,Not working,"$100,000 to $149,999",25-34,High school graduate (high school diploma or the equivalent GED),Female,South,Neither own nor pay rent
202504130,Only fair,Not working,"$25,000 to $49,999",18-24,High school graduate (high school diploma or the equivalent GED),Male,South,Neither own nor pay rent
202504661,Only fair,Working full-time,"$150,000 or more",45-54,Bachelor's degree or higher,Female,South,Own your home with a mortgage or loan
202503273,Poor,Working full-time,"$150,000 or more",25-34,Bachelor's degree or higher,Female,South,Own your home with a mortgage or loan
202503032,Only fair,Working full-time,"$50,000 to $74,999",25-34,High school graduate (high school diploma or the equivalent GED),Female,Midwest,Pay rent
202500406,Poor,Not working,"$25,000 to $49,999",18-24,Some college or Associate's degree,Female,Northeast,Pay rent
202500179,Only fair,Working full-time,"$50,000 to $74,999",45-54,High school graduate (high school diploma or the equivalent GED),Male,Midwest,Pay rent
202501219,Only fair,Working full-time,"$150,000 or more",45-54,Bachelor's degree or higher,Female,West,Own your home with a mortgage or loan
202500420,Only fair,Working part-time,"$25,000 to $49,999",65-74,High school graduate (high school diploma or the equivalent GED),Female,South,Own your home free and clear (without a mortgage or loan)
202503661,Poor,Not working,"$100,000 to $149,999",18-24,No high school diploma or GED,Female,South,Pay rent
202505764,Only fair,Working part-time,"$50,000 to $74,999",45-54,No high school diploma or GED,Male,Midwest,Pay rent
202506305,Only fair,Working full-time,"$150,000 or more",45-54,Bachelor's degree or higher,Female,Midwest,Own your home with a mortgage or loan
202502017,Only fair,Working full-time,"$100,000 to $149,999",35-44,Some college or Associate's degree,Male,South,Own your home free and clear (without a mortgage or loan)
202500915,Poor,Working full-time,"$50,000 to $74,999",25-34,Bachelor's degree or higher,Female,South,Pay rent
202503078,Poor,Working part-time,"$150,000 or more",35-44,Bachelor's degree or higher,Female,Northeast,Own your home with a mortgage or loan
202505392,Poor,Not working,"$50,000 to $74,999",55-64,Some college or Associate's degree,Female,South,Own your home with a mortgage or loan
202505017,Good,Working full-time,"$150,000 or more",55-64,Bachelor's degree or higher,Female,Midwest,Own your home with a mortgage or loan
202502594,Good,Working full-time,"$150,000 or more",45-54,Bachelor's degree or higher,Female,South,Own your home free and clear (without a mortgage or loan)
202504717,Only fair,Not working,"$25,000 to $49,999",18-24,Bachelor's degree or higher,Female,South,Pay rent
202505092,Poor,Working full-time,"$50,000 to $74,999",25-34,Bachelor's degree or higher,Male,Midwest,Own your home with a mortgage or loan
202502991,Good,Working full-time,"$150,000 or more",45-54,Bachelor's degree or higher,Male,Midwest,Own your home with a mortgage or loan
202503845,Poor,Working part-time,"$10,000 to $24,999",45-54,High school graduate (high school diploma or the equivalent GED),Male,South,Pay rent
202504079,Good,Working full-time,"$100,000 to $149,999",18-24,High school graduate (high school diploma or the equivalent GED),Male,South,Pay rent
202500143,Only fair,Working part-time,"$100,000 to $149,999",65-74,Bachelor's degree or higher,Female,South,Pay rent
202505353,Only fair,Working full-time,"$100,000 to $149,999",18-24,High school graduate (high school diploma or the equivalent GED),Male,South,Pay rent
202505388,Poor,Working full-time,"$25,000 to $49,999",25-34,High school graduate (high school diploma or the equivalent GED),Male,West,Pay rent
202504823,Poor,Not working,"$75,000 to $99,999",18-24,No high school diploma or GED,Female,South,Neither own nor pay rent
202503128,Only fair,Not working,"$25,000 to $49,999",75+,High school graduate (high school diploma or the equivalent GED),Female,Northeast,Pay rent
202501734,Poor,Working part-time,"$10,000 to $24,999",55-64,High school graduate (high school diploma or the equivalent GED),Female,Northeast,Pay rent
202500560,Poor,Working full-time,"$75,000 to $99,999",18-24,High school graduate (high school diploma or the equivalent GED),Male,Northeast,Own your home free and clear (without a mortgage or loan)
202506602,Only fair,Working full-time,"$150,000 or more",45-54,Bachelor's degree or higher,Male,South,Own your home with a mortgage or loan
202505192,Only fair,Working full-time,"$50,000 to $74,999",35-44,High school graduate (high school diploma or the equivalent GED),Male,Midwest,Own your home with a mortgage or loan
202503678,Only fair,Working full-time,"$100,000 to $149,999",18-24,High school graduate (high school diploma or the equivalent GED),Male,South,Pay rent
202503798,Poor,Working full-time,"$150,000 or more",18-24,Some college or Associate's degree,Male,South,Neither own nor pay rent
202505386,Poor,Working full-time,"$10,000 to $24,999",55-64,Bachelor's degree or higher,Female,Midwest,Own your home with a mortgage or loan
202506591,Only fair,Working part-time,"$25,000 to $49,999",25-34,Some college or Associate's degree,Female,South,Neither own nor pay rent
202502517,Only fair,Working full-time,"$100,000 to $149,999",55-64,Some college or Associate's degree,Male,South,Pay rent
202502876,Poor,Not working,"$10,000 to $24,999",65-74,Some college or Associate's degree,Female,Midwest,Pay rent
202501702,Poor,Working full-time,"$75,000 to $99,999",35-44,Bachelor's degree or higher,Female,Midwest,Own your home with a mortgage or loan
202500116,Poor,Not working,"$10,000 to $24,999",65-74,No high school diploma or GED,Female,South,Pay rent
202500441,Poor,Not working,"Less than $10,000",25-34,High school graduate (high school diploma or the equivalent GED),Male,Midwest,Pay rent
202502841,Poor,Not working,"$50,000 to $74,999",25-34,Bachelor's degree or higher,Male,South,Neither own nor pay rent
202506239,Only fair,Not working,"$100,000 to $149,999",65-74,Some college or Associate's degree,Male,Midwest,Own your home with a mortgage or loan
202501874,Only fair,Working full-time,"$150,000 or more",35-44,Bachelor's degree or higher,Male,South,Own your home with a mortgage or loan
202502130,Only fair,Working full-time,"$100,000 to $149,999",25-34,Bachelor's degree or higher,Male,South,Own your home with a mortgage or loan
202506191,Only fair,Working full-time,"$75,000 to $99,999",35-44,Some college or Associate's degree,Male,Midwest,Own your home with a mortgage or loan
202500361,Only fair,Working full-time,"$150,000 or more",45-54,Bachelor's degree or higher,Female,South,Own your home with a mortgage or loan
202502600,Only fair,Working part-time,"$100,000 to $149,999",55-64,Some college or Associate's degree,Female,West,Own your home with a mortgage or loan
202500445,Only fair,Working full-time,"$150,000 or more",45-54,Bachelor's degree or higher,Female,Midwest,Own your home with a mortgage or loan
202502515,Poor,Not working,"$50,000 to $74,999",18-24,High school graduate (high school diploma or the equivalent GED),Male,Midwest,Neither own nor pay rent
202501134,Only fair,Not working,"$25,000 to $49,999",45-54,High school graduate (high school diploma or the equivalent GED),Male,Midwest,Pay rent
202502170,Good,Not working,"$10,000 to $24,999",65-74,Bachelor's degree or higher,Female,Midwest,Own your home with a mortgage or loan
202505447,Poor,Working full-time,"$150,000 or more",55-64,Bachelor's degree or higher,Male,West,Own your home with a mortgage or loan
202506355,Only fair,Not working,"$75,000 to $99,999",45-54,Bachelor's degree or higher,Female,South,Own your home free and clear (without a mortgage or loan)
202502040,Poor,Not working,"$75,000 to $99,999",65-74,Bachelor's degree or higher,Female,South,Own your home with a mortgage or loan
202504729,Only fair,Working full-time,"$150,000 or more",35-44,Bachelor's degree or higher,Male,Midwest,Own your home with a mortgage or loan
202502402,Poor,Working full-time,"$75,000 to $99,999",25-34,Some college or Associate's degree,Male,West,Pay rent
202501236,Only fair,Not working,"$25,000 to $49,999",65-74,High school graduate (high school diploma or the equivalent GED),Male,South,Own your home free and clear (without a mortgage or loan)
202506730,Poor,Working full-time,"$25,000 to $49,999",35-44,No high school diploma or GED,Female,West,Pay rent
202503310,Good,Working full-time,"$150,000 or more",55-64,Bachelor's degree or higher,Male,South,Own your home with a mortgage or loan
202501451,Only fair,Working part-time,"$25,000 to $49,999",45-54,Bachelor's degree or higher,Female,South,Own your home with a mortgage or loan
202506590,Only fair,Working full-time,"$100,000 to $149,999",55-64,High school graduate (high school diploma or the equivalent GED),Male,South,Own your home with a mortgage or loan
202503166,Only fair,Not working,"$10,000 to $24,999",65-74,Bachelor's degree or higher,Female,Northeast,Neither own nor pay rent
202501184,Only fair,Not working,"$50,000 to $74,999",65-74,Bachelor's degree or higher,Male,West,Pay rent
202500885,Poor,Working full-time,"$75,000 to $99,999",18-24,Some college or Associate's degree,Male,West,Pay rent
202505873,Only fair,Working full-time,"$50,000 to $74,999",35-44,Bachelor's degree or higher,Female,South,Pay rent
202503424,Only fair,Not working,"$50,000 to $74,999",75+,Bachelor's degree or higher,Female,Northeast,Own your home free and clear (without a mortgage or loan)
202505732,Poor,Working full-time,"$150,000 or more",55-64,Bachelor's degree or higher,Female,Northeast,Own your home with a mortgage or loan
202501535,Poor,Working full-time,"$25,000 to $49,999",25-34,Some college or Associate's degree,Male,Northeast,Pay rent
202505926,Poor,Working full-time,"$25,000 to $49,999",18-24,High school graduate (high school diploma or the equivalent GED),Male,South,Pay rent
202501162,Only fair,Working full-time,"$50,000 to $74,999",35-44,Some college or Associate's degree,Female,South,Pay rent
202501805,Poor,Working full-time,"$25,000 to $49,999",45-54,Some college or Associate's degree,Female,Midwest,Own your home free and clear (without a mortgage or loan)
202505798,Poor,Not working,"Less than $10,000",25-34,High school graduate (high school diploma or the equivalent GED),Female,South,Pay rent
202504842,Good,Working full-time,"$25,000 to $49,999",55-64,High school graduate (high school diploma or the equivalent GED),Male,South,Own your home free and clear (without a mortgage or loan)
202506688,Only fair,Working full-time,"$50,000 to $74,999",35-44,High school graduate (high school diploma or the equivalent GED),Female,South,Own your home free and clear (without a mortgage or loan)
202502807,Only fair,Not working,"$100,000 to $149,999",65-74,Bachelor's degree or higher,Male,South,Own your home with a mortgage or loan
202502616,Poor,Working full-time,"$25,000 to $49,999",25-34,No high school diploma or GED,Female,West,Pay rent
202504973,Poor,Not working,"$10,000 to $24,999",55-64,Some college or Associate's degree,Male,South,Pay rent
202503566,Only fair,Working full-time,"$50,000 to $74,999",25-34,Bachelor's degree or higher,Male,West,Pay rent
202503869,Poor,Not working,"$25,000 to $49,999",75+,High school graduate (high school diploma or the equivalent GED),Male,South,Own your home free and clear (without a mortgage or loan)
202504853,Poor,Working full-time,"$150,000 or more",55-64,Bachelor's degree or higher,Female,South,Own your home with a mortgage or loan
202502908,Poor,Not working,"$25,000 to $49,999",35-44,High school graduate (high school diploma or the equivalent GED),Female,Midwest,Own your home with a mortgage or loan
202500667,Only fair,Not working,"$50,000 to $74,999",65-74,Bachelor's degree or higher,Male,Midwest,Own your home free and clear (without a mortgage or loan)
202503416,Good,Working part-time,"$150,000 or more",25-34,High school graduate (high school diploma or the equivalent GED),Male,South,Neither own nor pay rent
202505691,Only fair,Working full-time,"$25,000 to $49,999",25-34,High school graduate (high school diploma or the equivalent GED),Male,West,Pay rent
202505307,Only fair,Not working,"$10,000 to $24,999",65-74,Some college or Associate's degree,Female,Northeast,Pay rent
202501954,Poor,Not working,"$10,000 to $24,999",65-74,High school graduate (high school diploma or the equivalent GED),Female,South,Pay rent
202500238,Only fair,Working full-time,"$10,000 to $24,999",45-54,Some college or Associate's degree,Male,Midwest,Pay rent
202501342,Poor,Working part-time,"$25,000 to $49,999",35-44,Some college or Associate's degree,Female,Midwest,Own your home with a mortgage or loan
202505407,Poor,Not working,"$25,000 to $49,999",25-34,High school graduate (high school diploma or the equivalent GED),Male,Midwest,Neither own nor pay rent
202505051,Only fair,Not working,"Less than $10,000",65-74,High school graduate (high school diploma or the equivalent GED),Female,Midwest,Pay rent
202503532,Only fair,Working part-time,"$25,000 to $49,999",25-34,Some college or Associate's degree,Male,South,Neither own nor pay rent
202506029,Good,Working full-time,"$50,000 to $74,999",35-44,Some college or Associate's degree,Male,Midwest,Pay rent
202502884,Only fair,Working part-time,"$50,000 to $74,999",45-54,Some college or Associate's degree,Female,Midwest,Own your home with a mortgage or loan
202503609,Poor,Working full-time,"$50,000 to $74,999",45-54,High school graduate (high school diploma or the equivalent GED),Male,South,Pay rent
202500001,Poor,Working full-time,"Less than $10,000",35-44,High school graduate (high school diploma or the equivalent GED),Male,Northeast,Pay rent
202504013,Poor,Working full-time,"$100,000 to $149,999",55-64,Bachelor's degree or higher,Female,West,Own your home with a mortgage or loan
202506289,Poor,Not working,"$10,000 to $24,999",65-74,No high school diploma or GED,Male,South,Neither own nor pay rent
202502342,Good,Not working,"Less than $10,000",25-34,No high school diploma or GED,Female,South,Neither own nor pay rent
202501630,Poor,Working full-time,"$10,000 to $24,999",45-54,No high school diploma or GED,Female,Midwest,Pay rent
202505802,Only fair,Working part-time,"Less than $10,000",35-44,No high school diploma or GED,Male,South,Pay rent
202501567,Only fair,Not working,"$100,000 to $149,999",65-74,High school graduate (high school diploma or the equivalent GED),Female,Midwest,Own your home with a mortgage or loan
202502159,Good,Working full-time,"Less than $10,000",25-34,No high school diploma or GED,Male,South,Pay rent
202502720,Good,Working full-time,"$25,000 to $49,999",25-34,Some college or Associate's degree,Male,West,Own your home free and clear (without a mortgage or loan)
202505763,Only fair,Working full-time,"$100,000 to $149,999",25-34,Bachelor's degree or higher,Female,Northeast,Own your home free and clear (without a mortgage or loan)
202505177,Only fair,Working full-time,"$25,000 to $49,999",45-54,High school graduate (high school diploma or the equivalent GED),Male,South,Own your home with a mortgage or loan
202503003,Only fair,Working part-time,"$100,000 to $149,999",25-34,Bachelor's degree or higher,Female,Northeast,Pay rent
202502505,Only fair,Working full-time,"$150,000 or more",25-34,Some college or Associate's degree,Female,West,Own your home with a mortgage or loan
202500905,Good,Working full-time,"$150,000 or more",55-64,Bachelor's degree or higher,Female,Midwest,Own your home free and clear (without a mortgage or loan)
202503495,Poor,Not working,"$25,000 to $49,999",18-24,High school graduate (high school diploma or the equivalent GED),Female,South,Own your home with a mortgage or loan
202502482,Only fair,Not working,"$10,000 to $24,999",55-64,High school graduate (high school diploma or the equivalent GED),Male,South,Neither own nor pay rent
202506299,Poor,Working full-time,"$25,000 to $49,999",25-34,Some college or Associate's degree,Male,South,Pay rent
202504726,Good,Not working,"$150,000 or more",18-24,High school graduate (high school diploma or the equivalent GED),Male,Midwest,Neither own nor pay rent
202504852,Only fair,Not working,"$150,000 or more",65-74,Some college or Associate's degree,Male,West,Pay rent
202503426,Good,Not working,"$25,000 to $49,999",18-24,High school graduate (high school diploma or the equivalent GED),Male,Northeast,Pay rent
202503546,Poor,Not working,"$10,000 to $24,999",35-44,Some college or Associate's degree,Female,West,Pay rent
202503535,Only fair,Working full-time,"$50,000 to $74,999",25-34,Bachelor's degree or higher,Female,South,Pay rent
202505939,Only fair,Working full-time,"$100,000 to $149,999",45-54,Bachelor's degree or higher,Male,Northeast,Own your home with a mortgage or loan
202505167,Only fair,Working full-time,"$100,000 to $149,999",25-34,High school graduate (high school diploma or the equivalent GED),Male,West,Pay rent
202502223,Poor,Working full-time,"$100,000 to $149,999",25-34,Bachelor's degree or higher,Male,Northeast,Pay rent
202501877,Only fair,Not working,"$25,000 to $49,999",18-24,High school graduate (high school diploma or the equivalent GED),Male,South,Neither own nor pay rent
202501553,Poor,Not working,"Less than $10,000",45-54,Bachelor's degree or higher,Female,South,Own your home with a mortgage or loan
202506504,Poor,Working full-time,"$50,000 to $74,999",35-44,High school graduate (high school diploma or the equivalent GED),Male,South,Own your home with a mortgage or loan
202502193,Only fair,Not working,"$50,000 to $74,999",45-54,High school graduate (high school diploma or the equivalent GED),Male,Northeast,Pay rent
202501116,Poor,Working full-time,"Less than $10,000",25-34,High school graduate (high school diploma or the equivalent GED),Male,South,Pay rent
202504035,Poor,Not working,"$100,000 to $149,999",18-24,Some college or Associate's degree,Female,South,Neither own nor pay rent
202505341,Only fair,Working part-time,"$50,000 to $74,999",18-24,High school graduate (high school diploma or the equivalent GED),Female,South,Own your home with a mortgage or loan
202506690,Poor,Working full-time,"$150,000 or more",55-64,Bachelor's degree or higher,Male,South,Own your home free and clear (without a mortgage or loan)
202506549,Good,Not working,"$10,000 to $24,999",55-64,No high school diploma or GED,Male,South,Pay rent
202502100,Excellent,Working full-time,"$150,000 or more",55-64,Some college or Associate's degree,Male,West,Own your home free and clear (without a mortgage or loan)
202504002,Good,Working full-time,"$50,000 to $74,999",35-44,Bachelor's degree or higher,Male,South,Pay rent
202506265,Poor,Working full-time,"$50,000 to $74,999",35-44,High school graduate (high school diploma or the equivalent GED),Female,South,Pay rent
202502775,Good,Working part-time,"$50,000 to $74,999",55-64,Bachelor's degree or higher,Female,Northeast,Own your home with a mortgage or loan
202500203,Only fair,Working part-time,"$100,000 to $149,999",35-44,Some college or Associate's degree,Female,West,Own your home free and clear (without a mortgage or loan)
